UNIT,PLANT,PARENT,URL,SPONSOR,CAPACITY_MW,STATUS,REGION,COUNTRY,SUBNATIONAL_UNIT,GEOPOINT
Unit 1,Pampa Sul Power Station,Grafito; Perfin Space X,https://www.gem.wiki/Pampa_Sul_power_station,,345,Operating,Americas,Brazil,Rio Grande Do Sul,-31.54941
Plant I Unit 1,Porto Do PecÃ©m Power Station,Edp Brasil Sa,https://www.gem.wiki/Porto_do_Pec%C3%A9m_power_station,,360,Operating,Americas,Brazil,CearÃ¡,-3.5827
Plant Ii Unit 1,Porto Do PecÃ©m Power Station,Eneva Sa,https://www.gem.wiki/Porto_do_Pec%C3%A9m_power_station,,365,Operating,Americas,Brazil,CearÃ¡,-3.5827
Unit 1,Pulau Muara Besar Power Station,Hengyi Group [70.0%]; Government Of Brunei [30.0%],https://www.gem.wiki/Pulau_Muara_Besar_power_station,,55,Operating,Asia,Brunei,Brunei-Muara,5.00058
Unit 2,Pulau Muara Besar Power Station,Hengyi Group [70.0%]; Government Of Brunei [30.0%],https://www.gem.wiki/Pulau_Muara_Besar_power_station,,55,Operating,Asia,Brunei,Brunei-Muara,5.00058
Unit 4,Pulau Muara Besar Power Station,Hengyi Group [70.0%]; Government Of Brunei [30.0%],https://www.gem.wiki/Pulau_Muara_Besar_power_station,,55,Operating,Asia,Brunei,Brunei-Muara,5.00058
Unit 2,Bobov Dol Power Station,Energia Mk,https://www.gem.wiki/Bobov_Dol_power_station,,210,Operating,Europe,Bulgaria,Kyustendil,42.28538
Unit 5,Bobov Dol Power Station,Energia Mk,https://www.gem.wiki/Bobov_Dol_power_station,,200,Cancelled,Europe,Bulgaria,Kyustendil,42.28582
Unit 1,Brikel Power Station,Brikel Ead,https://www.gem.wiki/Brikel_power_station,,50,Operating,Europe,Bulgaria,Stara Zagora,42.15456
Unit 2,Brikel Power Station,Brikel Ead,https://www.gem.wiki/Brikel_power_station,,50,Operating,Europe,Bulgaria,Stara Zagora,42.15456
Unit 6,Brikel Power Station,Brikel Ead,https://www.gem.wiki/Brikel_power_station,,50,Mothballed,Europe,Bulgaria,Stara Zagora,42.15456
Unit 9,Maritsa Itzok-2 Power Station,Bulgarian Energy Holding Ead,https://www.gem.wiki/Maritsa_Itzok-2_power_station,,280,Cancelled,Europe,Bulgaria,Stara Zagora,42.255
,Maritsa Iztok-4 Power Station,Mariza Iztok Mining Co; Rwe Ag,https://www.gem.wiki/Maritsa_Iztok-4_power_station,,600,Cancelled,Europe,Bulgaria,Stara Zagora,42.1444
Unit 1,Ruse Iztok Power Station,Toplofikatsiya Pleven,https://www.gem.wiki/Ruse_Iztok_power_station,,30,Mothballed,Europe,Bulgaria,Ruse,43.86665
Unit 2,Ruse Iztok Power Station,Toplofikatsiya Pleven,https://www.gem.wiki/Ruse_Iztok_power_station,,30,Mothballed,Europe,Bulgaria,Ruse,43.86665
Unit 6,Ruse Iztok Power Station,Toplofikatsiya Pleven,https://www.gem.wiki/Ruse_Iztok_power_station,,60,Operating,Europe,Bulgaria,Ruse,43.86665
Unit 2,Sliven Power Station,Toplofikacia Sliven Ead,https://www.gem.wiki/Sliven_power_station,,30,Mothballed,Europe,Bulgaria,Sliven,42.65476
Unit 2,Vidin Works Power Station,Vidachim,https://www.gem.wiki/Vidin_Works_power_station,,60,Mothballed,Europe,Bulgaria,Vidin,43.94836
Unit 2,Botum Sakor Power Station,Royal Group,https://www.gem.wiki/Botum_Sakor_power_station,,350,Permitted,Asia,Cambodia,Koh Kong,10.89293
Unit 4,Sihanoukville Ciidg Power Station,Cambodia International Investment Development Group; Erdos Group,https://www.gem.wiki/Sihanoukville_CIIDG_power_station,,135,Cancelled,Asia,Cambodia,Sihanoukville,10.73256
Unit 7,Sihanoukville Ciidg Power Station,Cambodia International Investment Development Group; Erdos Group,https://www.gem.wiki/Sihanoukville_CIIDG_power_station,,135,Cancelled,Asia,Cambodia,Sihanoukville,10.73256
Unit 1,Sihanoukville Ciidg Power Station 2,Cambodia International Investment Development Group,https://www.gem.wiki/Sihanoukville_CIIDG_power_station_2,,350,Operating,Asia,Cambodia,Sihanoukville,10.73381
Unit 1,Sihanoukville Csg Power Station,Cheung Sheng Global Holdings,https://www.gem.wiki/Sihanoukville_CSG_power_station,,300,Cancelled,Asia,Cambodia,Sihanoukville,10.6333
Unit 3,Sihanoukville Csg Power Station,Cheung Sheng Global Holdings,https://www.gem.wiki/Sihanoukville_CSG_power_station,,300,Cancelled,Asia,Cambodia,Sihanoukville,10.6333
Unit 1,Sihanoukville Sez Power Station,Cambodia International Investment Development Group,https://www.gem.wiki/Sihanoukville_SEZ_power_station,,50,Operating,Asia,Cambodia,Sihanoukville,10.62902
Unit 3,Alberta Sundance Power Station,Transalta Corp,https://www.gem.wiki/Alberta_Sundance_power_station,,380,Retired,Americas,Canada,Alberta,53.50741
Unit 3,Battle River Power Station,Energy Capital Partners,https://www.gem.wiki/Battle_River_power_station,,149,Retired,Americas,Canada,Alberta,52.46928
Unit 4,Boundary Dam Power Station,Saskpower,https://www.gem.wiki/Boundary_Dam_power_station,,150,Mothballed,Americas,Canada,Saskatchewan,49.09575
Unit 5,Boundary Dam Power Station,Saskpower,https://www.gem.wiki/Boundary_Dam_power_station,,150,Operating,Americas,Canada,Saskatchewan,49.09575
Unit 1,H.R. Milner Power Station,Maxim Power Corp,https://www.gem.wiki/H.R._Milner_power_station,,150,Operating,Americas,Canada,Alberta,54.00766
Unit 1,Lakeview Generating Station,Ontario Power Generation Inc,https://www.gem.wiki/Lakeview_Generating_Station,,300,Retired,Americas,Canada,Ontario,43.57111
Unit 6,Lakeview Generating Station,Ontario Power Generation Inc,https://www.gem.wiki/Lakeview_Generating_Station,,300,Retired,Americas,Canada,Ontario,43.57111
Unit 8,Nanticoke Power Station,Ontario Power Generation Inc,https://www.gem.wiki/Nanticoke_power_station,,512,Retired,Americas,Canada,Ontario,42.79729
,Point Aconi Generating Station,Emera Inc,https://www.gem.wiki/Point_Aconi_Generating_Station,,165,Operating,Americas,Canada,Nova Scotia,46.32163
Unit 3,Thunder Bay Power Station,Ontario Power Generation Inc,https://www.gem.wiki/Thunder_Bay_power_station,,160,Retired,Americas,Canada,Ontario,48.35912
Unit 4,Wabamun Power Station,Transalta Corp,https://www.gem.wiki/Wabamun_power_station,,279,Retired,Americas,Canada,Alberta,53.55823
Unit 2,Andina-Hornitos Power Station,Engie EnergÃ­a Chile Sa,https://www.gem.wiki/Andina-Hornitos_power_station,,178,Operating,Americas,Chile,Antofagasta Region,-23.08771
Unit 2,Castilla Power Station,Eneva Sa,https://www.gem.wiki/Castilla_power_station,,350,Cancelled,Americas,Chile,Iii Region,-27.36667
Unit 4,Castilla Power Station,Eneva Sa,https://www.gem.wiki/Castilla_power_station,,350,Cancelled,Americas,Chile,Iii Region,-27.36667
Unit 5,Castilla Power Station,Eneva Sa,https://www.gem.wiki/Castilla_power_station,,350,Cancelled,Americas,Chile,Iii Region,-27.36667
Unit 1,EnergÃ­a Minera Power Station,Codelco,https://www.gem.wiki/Energ%C3%ADa_Minera_power_station,,350,Cancelled,Americas,Chile,V Region,-32.73333
Unit 3,Guacolda Power Station,Capital Advisors,https://www.gem.wiki/Guacolda_power_station,,152,Operating,Americas,Chile,Atacama Region,-28.46501
Unit 4,Guacolda Power Station,Capital Advisors,https://www.gem.wiki/Guacolda_power_station,,152,Operating,Americas,Chile,Atacama Region,-28.46501
Phase Ii,Luz De Atacama Power Station,Luz De Atacama,https://www.gem.wiki/Luz_de_Atacama_power_station,,1060,Cancelled,Americas,Chile,Atacama Region,-24.6
Unit 4,Mejillones Power Station,Engie EnergÃ­a Chile Sa,https://www.gem.wiki/Mejillones_power_station,,375,Operating,Americas,Chile,Antofagasta Region,-23.08603
Unit 1,Nueva Tocopilla Power Station,Aes Corp,https://www.gem.wiki/Nueva_Tocopilla_power_station,,136,Operating,Americas,Chile,Antofagasta Region,-22.09645
Unit 12,Tocopilla Power Station,Engie EnergÃ­a Chile Sa,https://www.gem.wiki/Tocopilla_power_station,,87,Retired,Americas,Chile,Antofagasta Region,-22.09639
Unit 15,Tocopilla Power Station,Engie EnergÃ­a Chile Sa,https://www.gem.wiki/Tocopilla_power_station,,132,Retired,Americas,Chile,Antofagasta Region,-22.09639
Unit 2,Aksu Cogen Power Station,Zhejiang Zheneng Electric Power Co Ltd,https://www.gem.wiki/Aksu_Cogen_power_station,,350,Operating,Asia,China,Xinjiang,41.15415
Phase I,,,,,,,,,,
Unit 16,Anhui Huainan Tianjia'An Power Station,China Datang Corp [47.5%]; Gd Power Development Co Ltd [44.9%],https://www.gem.wiki/Anhui_Huainan_Tianjia%27an_power_station,,1000,Shelved,Asia,China,Anhui,32.66993
Phase Iii,,,,,,,,,,
Unit 2,Anlu Power Station,State Power Investment Co Ltd,https://www.gem.wiki/Anlu_power_station,,660,Cancelled,Asia,China,Hubei,31.26667
Phase I,,,,,,,,,,
Unit 1,Anshan Cogen Power Station,China Resources Power Holdings Co Ltd,https://www.gem.wiki/Anshan_Cogen_power_station,,350,Pre-Permit,Asia,China,Liaoning,41.11667
Unit 1,Anshan North Power Station,China Energy Investment Corp,https://www.gem.wiki/Anshan_North_power_station,,300,Cancelled,Asia,China,Liaoning,41.196
Unit 2,Anshan South Power Station,China Energy Investment Corp,https://www.gem.wiki/Anshan_South_power_station,,300,Cancelled,Asia,China,Liaoning,41.108
Unit 2,Anshun Caiguan Power Station,Guizhou Anshun Huarong Group Investment Co Ltd [49.0%]; China Huadian Group Corp [26.0%]; Guizhou Wujiang Energy Group Co Ltd [14.9%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [5.0%],https://www.gem.wiki/Anshun_Caiguan_power_station,,660,Cancelled,Asia,China,Guizhou,26.25
Unit 1,Anshun Captive Power Station,Shenzhen Zengshi Hongda Aluminum Industry Co Ltd,https://www.gem.wiki/Anshun_captive_power_station,,350,Cancelled,Asia,China,Guizhou,26.3165
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Unit 2,Antaibao Gangue Power Station,China Coal Energy Co Ltd [51.0%]; China National Coal Group [49.0%],https://www.gem.wiki/Antaibao_Gangue_power_station,,350,Construction,Asia,China,Shanxi,39.47126
Phase I,,,,,,,,,,
Unit 5,Anyang Power Station,China Datang Corp,https://www.gem.wiki/Anyang_power_station,,50,Retired,Asia,China,Henan,36.11975
Unit 1,Anyuan Power Station,Huaneng Power International Inc,https://www.gem.wiki/Anyuan_power_station,,125,Retired,Asia,China,Jiangxi,27.64197
Unit 1,Aoweiqianyuan Captive Power Station,Shaanxi Xingmao Zhuluoji Coal Industry Magnesium Cell Group Co Ltd [70.0%]; Shaanxi Coal And Chemical Industry Co Ltd [20.0%]; Fugu Hengxing Coal And Coke Co Ltd [10.0%],https://www.gem.wiki/Aoweiqianyuan_Captive_power_station,,50,Operating,Asia,China,Shaanxi,39.25073
Unit 3,App Jinhuasheng Mill Power Station,Fulong Investment Group [98.1%],https://www.gem.wiki/APP_Jinhuasheng_Mill_power_station,,80,Operating,Asia,China,Jiangsu,31.30649
Phase I,Army General Temple Power Station,Gd Power Development Co Ltd [57.5%]; China Shenhua Energy Co Ltd [42.5%],https://www.gem.wiki/Army_General_Temple_power_station,,2000,Cancelled,Asia,China,Xinjiang,44.01667
Unit 4,Asia Symbol Captive Power Station,Singapore Asia Pacific Symbo Rizhao Co Ltd (Asia Symbol Rizhao Pte.Ltd) [90.0%]; Ap Trading Enterprise [9.3%],https://www.gem.wiki/Asia_Symbol_captive_power_station,,94,Operating,Asia,China,Shandong,35.3748
Unit 1,Baise City Power Station,Guangxi Zhuang Autonomous Region Baise Electric Power Co Ltd [99.8%],https://www.gem.wiki/Baise_City_power_station,,150,Cancelled,Asia,China,Guangxi,23.88635
Unit 2,Baise City Power Station,Guangxi Zhuang Autonomous Region Baise Electric Power Co Ltd [99.8%],https://www.gem.wiki/Baise_City_power_station,,150,Cancelled,Asia,China,Guangxi,23.88635
Unit 2,Baise Smelter Power Station,Ningbo Ruima Enterprise Management Partnership Lp [41.2%]; Geely Group Co Ltd [33.5%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%],https://www.gem.wiki/Baise_Smelter_power_station,,350,Operating,Asia,China,Guangxi,23.78636
Unit 1,Baishan Waste Coal Power Station,China Huaneng Group [60.0%]; Jilin Provincial Coal Industry Group Co Ltd [40.0%],https://www.gem.wiki/Baishan_waste_coal_power_station,,330,Retired,Asia,China,Jilin,42.03189
Unit 2,Baitao Industrial Park Heat Island Center Power Station,Chongqing Chemical & Pharmaceutical Holding (Group) Co [58.5%]; Chongqing Land Properties Group Limited Co [12.2%]; Chongqing Construction Investment (Group) Co Ltd [7.9%]; Chongqing Changshou Investment Development Group Co Ltd [6.9%],https://www.gem.wiki/Baitao_Industrial_Park_Heat_Island_Center_power_station,,50,Operating,Asia,China,Chongqing,29.58555
Unit 1,Baiyanghe Power Station,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],https://www.gem.wiki/Baiyanghe_power_station,,50,Retired,Asia,China,Shandong,36.47194
Unit 6,Baiyanghe Power Station,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],https://www.gem.wiki/Baiyanghe_power_station,,300,Operating,Asia,China,Shandong,36.47194
Unit 7,Baiyanghe Power Station,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],https://www.gem.wiki/Baiyanghe_power_station,,300,Operating,Asia,China,Shandong,36.47194
Unit 1,Baode Power Station,Gd Power Development Co Ltd [52.5%]; China Shenhua Energy Co Ltd [38.8%],https://www.gem.wiki/Baode_power_station,,135,Operating,Asia,China,Shanxi,38.94431
Unit 09,Baoding Cogen Power Station,Datang International Power Generation Co Ltd [61.0%]; Hebei Construction & Investment Group Co Ltd [29.0%]; Baoding Guokong Group Co Ltd [10.0%],https://www.gem.wiki/Baoding_cogen_power_station,,125,Retired,Asia,China,Hebei,38.87614
Unit 13,Baoding Cogen Power Station,Datang International Power Generation Co Ltd,https://www.gem.wiki/Baoding_cogen_power_station,,350,Construction,Asia,China,Hebei,38.85965
Unit 2,Baofeng Low Heat Power Station,Ningxia Baofeng Energy Group Co Ltd,https://www.gem.wiki/Baofeng_Low_Heat_power_station,,350,Cancelled,Asia,China,Ningxia,38.24642
Unit 1,Baotou Aluminum Power Station,Aluminum Corporation Of China Ltd,https://www.gem.wiki/Baotou_Aluminum_power_station,,330,Operating,Asia,China,Inner Mongolia,40.5572
Unit 4,Baotou Aluminum Power Station,Aluminum Corporation Of China [50.0%]; Aluminum Corporation Of China Ltd [50.0%],https://www.gem.wiki/Baotou_Aluminum_power_station,,350,Operating,Asia,China,Inner Mongolia,40.5572
Unit 5,Baotou Aluminum Power Station,Aluminum Corporation Of China [50.0%]; Aluminum Corporation Of China Ltd [50.0%],https://www.gem.wiki/Baotou_Aluminum_power_station,,350,Operating,Asia,China,Inner Mongolia,40.5572
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Unit 5,Baotou Olefins Power Station,China Shenhua Energy Co Ltd,https://www.gem.wiki/Baotou_Olefins_power_station,,100,Operating,Asia,China,Inner Mongolia,40.60815
Unit 1,Baotou Zhineng Waste Coal Power Station,Baotou Intelligent Gangue Power Generation Co Ltd,https://www.gem.wiki/Baotou_Zhineng_Waste_Coal_power_station,,50,Cancelled,Asia,China,Inner Mongolia,40.68916
Unit 2,Baotou Zhineng Waste Coal Power Station,Baotou Intelligent Gangue Power Generation Co Ltd,https://www.gem.wiki/Baotou_Zhineng_Waste_Coal_power_station,,50,Cancelled,Asia,China,Inner Mongolia,40.68916
Unit 13,Baotou-1 Power Station,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],https://www.gem.wiki/Baotou-1_power_station,,600,Cancelled,Asia,China,Inner Mongolia,40.65667
Unit 6,Baotou-1 Power Station,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],https://www.gem.wiki/Baotou-1_power_station,,100,Retired,Asia,China,Inner Mongolia,40.65667
Unit 7,Baotou-2 Power Station,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd,https://www.gem.wiki/Baotou-2_power_station,,100,Retired,Asia,China,Inner Mongolia,40.67711
Unit 1,Bayanhaote Cogen Power Station,Persons [81.0%]; Alxa Fuquan Coal Co Ltd [19.0%],https://www.gem.wiki/Bayanhaote_Cogen_power_station,,330,Operating,Asia,China,Inner Mongolia,38.81481
Unit 2,Bayanhaote Cogen Power Station,Persons [81.0%]; Alxa Fuquan Coal Co Ltd [19.0%],https://www.gem.wiki/Bayanhaote_Cogen_power_station,,330,Operating,Asia,China,Inner Mongolia,38.81481
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 2,Beijing Energy Wujianfang Power Station,Beijing Jingneng Power Co Ltd [70.0%]; China Resources Power Holdings Co Ltd [30.0%],https://www.gem.wiki/Beijing_Energy_Wujianfang_power_station,,660,Operating,Asia,China,Inner Mongolia,44.57249
Phase Ii,,,,,,,,,,
Phase Iii,,,,,,,,,,
Phase Iii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 1,Benxi Cogen Power Station,State Power Investment Co Ltd,https://www.gem.wiki/Benxi_Cogen_power_station,,350,Operating,Asia,China,Liaoning,41.3471
Unit 11,Benxi Steel & Iron Power Station,Bengang Steel Plates Co Ltd,https://www.gem.wiki/Benxi_Steel_%26_Iron_power_station,,50,Operating,Asia,China,Liaoning,41.27595
Unit 10,Benxi Steel & Iron Power Station,Bengang Steel Plates Co Ltd,https://www.gem.wiki/Benxi_Steel_%26_Iron_power_station,,50,Operating,Asia,China,Liaoning,41.27595
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Unit 1,Binzhou Heating Supply Center Power Station,Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership Lp [20.0%],https://www.gem.wiki/Binzhou_Heating_Supply_Center_power_station,,60,Retired,Asia,China,Shandong,37.34817
Unit 3,Binzhou Heating Supply Center Power Station,Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership Lp [20.0%],https://www.gem.wiki/Binzhou_Heating_Supply_Center_power_station,,60,Retired,Asia,China,Shandong,37.34817
Unit 4,Binzhou Heating Supply Center Power Station,Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership Lp [20.0%],https://www.gem.wiki/Binzhou_Heating_Supply_Center_power_station,,60,Retired,Asia,China,Shandong,37.34817
Unit 7,Binzhou Heating Supply Center Power Station,Hongqiao Investment (Hong Kong) [94.5%],https://www.gem.wiki/Binzhou_Heating_Supply_Center_power_station,,135,Retired,Asia,China,Shandong,37.34817
Unit 1,Bole Cogen Power Station,Hubei Energy Group Co Ltd [70.0%]; Xinjiang Aibihu Agricultural And Industrial Corp [30.0%],https://www.gem.wiki/Bole_Cogen_power_station,,150,Operating,Asia,China,Xinjiang,44.86168
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 1,Buriqi Power Station,Inner Mongolia Autonomous Region State-Owned Assets Supervision And Administration Commission [90.0%]; Inner Mongolia State Owned Capital Operation Co Ltd [10.0%],https://www.gem.wiki/Buriqi_power_station,,660,Shelved,Asia,China,Inner Mongolia,38.20409
Unit 2,Cangzhou Bohai Power Station,China Resources Power Holdings Co Ltd,https://www.gem.wiki/Cangzhou_Bohai_power_station,,350,Operating,Asia,China,Hebei,38.36164
Unit 1,Cangzhou Power Station,China Resources Power Holdings Co Ltd [95.0%],https://www.gem.wiki/Cangzhou_power_station,,330,Operating,Asia,China,Hebei,38.36642
Unit 1,Ceec Chongzuo Power Station,China Energy Engineering Corp Ltd,https://www.gem.wiki/CEEC_Chongzuo_power_station,,660,Construction,Asia,China,Guangxi,22.49487
Phase Ii,,,,,,,,,,
Unit 1,Changchun Dahua Cogen Power Station,Agricultural Development Bank Of China [51.9%]; Changchun Northeast Metal Trading Center Co Ltd [48.1%],https://www.gem.wiki/Changchun_Dahua_Cogen_power_station,,50,Permitted,Asia,China,Jilin,44.019
Unit 4,Changchun-2 Power Station,Changchun Erdao Industrial Development Co Ltd [46.6%]; China Datang Corp [46.6%],https://www.gem.wiki/Changchun-2_power_station,,220,Operating,Asia,China,Jilin,43.88442
Unit 5,Changchun-2 Power Station,Changchun Erdao Industrial Development Co Ltd [46.6%]; China Datang Corp [46.6%],https://www.gem.wiki/Changchun-2_power_station,,220,Operating,Asia,China,Jilin,43.88442
